1250514,143.53501653671265,3000
1226288,150.2567012310028,2400
1227940,156.04624819755554,2400
1230083,158.4790825843811,4800
1226918,147.93178701400757,3600
1224854,156.0660445690155,12000
1235988,150.90535306930542,3000
1217422,150.27289605140686,10200
1250993,150.4428939819336,4800
1219681,150.4264166355133,3000
1228749,154.34170174598694,5400
1241552,155.54748582839966,10200
1227044,158.03018879890442,4800
1211076,154.8250744342804,1200
1231262,144.17238569259644,15000
1214980,143.7991964817047,2400
1241338,142.85870099067688,7800
1224307,144.270920753479,6600
1221442,143.5291645526886,1200
1225278,141.95043110847473,6000
1212997,145.90348958969116,6000
1230720,144.9358286857605,9600
1224301,142.03997230529785,2400
1235387,144.14517402648926,8400
1221499,139.0605137348175,1200
1226335,160.53575921058655,7200
1213897,144.9275302886963,3000
1218678,141.26626205444336,2400
1231461,142.24602675437927,6600
1206091,142.7260775566101,15600
